"WatchList","HostAddress","ReasonAdded","MemberSince"
"CTU Malicious Domain Watchlist","document-share.info","COBALT GYPSY C2 Servers (APT Activity)","2018-11-09T20:23:29Z",
"CTU Malicious Domain Watchlist","documentmgmt.hostfree.pw","NICKEL FOXCROFT infrastructure","2018-08-03T22:23:44Z",
"CTU Malicious Domain Watchlist","dohabayt.com","Possible APT C2 Communication - IVANHOE","2018-06-13T14:05:02Z",
"CTU Malicious Domain Watchlist","download.outlook-368.com","GOLD KINGSWOOD C2","2018-09-07T04:29:03Z",
"CTU Malicious Domain Watchlist","drive-sigin-permissionsneed.ml","COBALT SPRUCE/COBALT ORIOLE Phishing Domain - (APT Activity)","2018-01-02T19:13:25Z",
"CTU Malicious Domain Watchlist","drive-useraccount-signin-mail.ga","COBALT SPRUCE/COBALT ORIOLE Phishing Domain - (APT Activity)","2018-01-02T19:13:26Z",
"CTU Malicious Domain Watchlist","droidback.com","Android Malware C2 domain associated with threat group SHADYSIDE (aka ARID VIPER) (APT Activity)","2017-11-23T14:41:38Z",
"CTU Malicious Domain Watchlist","dropebox.co","COBALT SPRUCE/COBALT ORIOLE Phishing Domain - (APT Activity)","2018-01-02T19:13:25Z",
"CTU Malicious Domain Watchlist","dustinclay.com","Associated with EmerySpear.com/SpicyOmelette activity (possibly APT Activity)","2018-08-06T21:49:04Z",
"CTU Malicious Domain Watchlist","dyn-corp.ddns.net","Malicious domain imitating Dyn Corp. Linked to COBALT TRINITY spearphishing and malware distribution. (APT Activity)","2018-10-01T09:22:42Z",
"CTU Malicious Domain Watchlist","dyncorp.ddns.net","Malicious domain imitating Dyn Corp. Linked to COBALT TRINITY spearphishing and malware distribution. (APT Activity)","2018-10-01T09:22:42Z",
"CTU Malicious Domain Watchlist","e3sas6tzvehwgpak.tk","Domain associated with Xbash malware used by Iron Group","2018-09-19T08:50:35Z",
"CTU Malicious Domain Watchlist","ebay-global.publicvm.com","verified C2 for IRON HUNTER (APT Activity)","2018-01-11T18:39:04Z",
"CTU Malicious Domain Watchlist","ec2-52-74-141-137.ap-southeast-1.compute.amazonaws.com","C2 for PLUGX - APT Malware (APT Activity)","2017-12-01T12:27:36Z",
"CTU Malicious Domain Watchlist","edarat-gruop.com","C2 domain for ISMdoor aka HOMEBOT5 associated with threat group ALPINE (APT Activity)","2018-05-24T10:46:36Z",
"CTU Malicious Domain Watchlist","edu.microsoftmse.com","BRONZE CANAL/PLEAD/TSCookie infrastructure reported by JP-CERT","2018-07-12T20:07:01Z",
"CTU Malicious Domain Watchlist","eidk.duckdns.org","Domain relating to Fruitfly/Quimitchin MacOS malware","2018-03-06T07:59:04Z",
"CTU Malicious Domain Watchlist","eidk.hopto.org","Domain relating to Fruitfly/Quimitchin MacOS malware","2018-03-06T07:59:04Z",
"CTU Malicious Domain Watchlist","ejectrift.censys.xyz","Domain associated with Xbash malware used by Iron Group","2018-09-19T08:50:35Z",
"CTU Malicious Domain Watchlist","elaxo.org","Sednit group known C2 domain","2018-10-10T14:06:25Z",
"CTU Malicious Domain Watchlist","eltiempo-news.com","Domain potentially related to the Pegasus malware used by NGO Group","2018-09-19T08:37:57Z",
"CTU Malicious Domain Watchlist","emails.thruhere.net","C2 for PLUGX - APT Malware (APT Activity)","2017-12-01T12:27:36Z",
"CTU Malicious Domain Watchlist","emeryspears.com","Phishing site, delivers malicious script (likely APT ACTIVITY) (APT Activity)","2018-02-01T16:42:36Z",
"CTU Malicious Domain Watchlist","eodo1.000webhostapp.com","NICKEL FOXCROFT infrastructure","2018-08-03T22:23:43Z",
"CTU Malicious Domain Watchlist","eoffice.etowns.org","BRONZE CANAL/PLEAD/TSCookie infrastructure reported by JP-CERT","2018-07-12T20:07:01Z",
"CTU Malicious Domain Watchlist","epayplus.flnet.org","BRONZE CANAL/PLEAD/TSCookie infrastructure reported by JP-CERT","2018-07-12T20:07:00Z",
"CTU Malicious Domain Watchlist","escochart.com","Malicious domain associated with X-AGENT malware used by APT group IRON TWILIGHT","2018-10-05T08:27:29Z",
"CTU Malicious Domain Watchlist","eservake.jetos.com","C2 domain of ANEL malware used by BRONZE RIVERSIDE","2018-09-14T05:57:27Z",
"CTU Malicious Domain Watchlist","esetsmart.org","Exaramel malware C2 domain. Linked to IRON VIKING (APT Activity)","2018-10-18T14:28:45Z",
"CTU Malicious Domain Watchlist","eucentalbank.com","future GOLD KINGSWOOD C2/lure domains","2018-08-07T01:34:09Z",
"CTU Malicious Domain Watchlist","europecentalbank.com","future GOLD KINGSWOOD C2/lure domains","2018-08-07T01:34:09Z",
"CTU Malicious Domain Watchlist","eutq.hopto.org","Domain relating to Fruitfly/Quimitchin MacOS malware","2018-03-06T07:59:04Z",
"CTU Malicious Domain Watchlist","ewyytrtw4646934.eririxab.com","C2 for targeted trojan; Trojan.LNK.DLOADR.AUSUJM","2018-10-25T06:31:18Z",
"CTU Malicious Domain Watchlist","exxxwrtw6115614.kloudghtlp.com","C2 for targeted trojan; Trojan.LNK.DLOADR.AUSUJM","2018-10-25T06:31:17Z",
"CTU Malicious Domain Watchlist","farshid.co","Suspected ALPINE threat group operated domain based on WHOIS info pattern. May be used for malware C2 (APT Activity)","2017-12-12T20:24:40Z",
"CTU Malicious Domain Watchlist","fatgirls.fatdiary.org","BRONZE CANAL/PLEAD/TSCookie infrastructure reported by JP-CERT","2018-07-12T20:07:01Z",
"CTU Malicious Domain Watchlist","fdods.my03.com","RatN C2 associated with BRONZE HUNTLEY (APT Activity)","2018-08-17T16:11:42Z",
"CTU Malicious Domain Watchlist","fejose2.duckdns.org","Domain relating to Fruitfly/Quimitchin MacOS malware","2018-03-06T07:59:04Z",
"CTU Malicious Domain Watchlist","fejose2.hopto.org","Domain relating to Fruitfly/Quimitchin MacOS malware","2018-03-06T07:59:04Z",
"CTU Malicious Domain Watchlist","files-bank.site","Suspected malware c2 / phishing domain operated by SHADYSIDE (APT Activity)","2018-08-07T12:43:04Z",
"CTU Malicious Domain Watchlist","fleetwood.tk","verified C2 for IRON HUNTER (APT Activity)","2018-01-11T18:39:04Z",
"CTU Malicious Domain Watchlist","flyquickclick.com","C2 for PLUGX - APT Malware (APT Activity)","2017-12-01T12:27:34Z",
"CTU Malicious Domain Watchlist","fnbcorporate.co.za","Potential malicious domain in use by hijacked CompuTrace software by APT group IRON TWILIGHT","2018-10-05T08:29:06Z",
"CTU Malicious Domain Watchlist","fortissl.ssl443.org","C2 for PLUGX - APT Malware (APT Activity)","2017-12-01T12:27:32Z",
"CTU Malicious Domain Watchlist","fovdim2.duckdns.org","Domain relating to Fruitfly/Quimitchin MacOS malware","2018-03-06T07:59:04Z",
"CTU Malicious Domain Watchlist","fovdim2.hopto.org","Domain relating to Fruitfly/Quimitchin MacOS malware","2018-03-06T07:59:04Z",
"CTU Malicious Domain Watchlist","free2015.longmusic.com","RatN C2 associated with BRONZE HUNTLEY (APT Activity)","2018-08-17T16:11:42Z",
"CTU Malicious Domain Watchlist","freenow.chickenkiller.com","Domain used by the "APT Simulator" tool to emulate an APT attack. May indicate basic security testing.","2018-02-19T09:57:11Z",
"CTU Malicious Domain Watchlist","ftp.awoofrubs.com","Password Stealer Malware C2 Domain","2018-08-06T21:07:46Z",
"CTU Malicious Domain Watchlist","ftp.byethost11.com","C2 domain observed in OPERATION HONEYBEE","2018-03-02T14:14:30Z",
"CTU Malicious Domain Watchlist","ftp.byethost31.com","C2 domain observed in OPERATION HONEYBEE","2018-03-02T14:14:30Z",
"CTU Malicious Domain Watchlist","ftp.chinhphu.ddns.ms","DDKONG C2 domain (APT Activity)","2018-08-07T10:48:35Z",
"CTU Malicious Domain Watchlist","ftupdateo.controlliamo.com","C2 for PLUGX - APT Malware (APT Activity)","2017-12-01T12:27:37Z",
"CTU Malicious Domain Watchlist","fumiyuki.gleeze.com","Possible QuasarRAT IP C2 associated with BRONZE RIVERSIDE (APT activity)","2018-08-01T17:09:41Z",
"CTU Malicious Domain Watchlist","fundseats.com","Malicious domain associated with X-AGENT malware used by APT group IRON TWILIGHT","2018-10-05T08:27:30Z",
"CTU Malicious Domain Watchlist","gdisrv.lenovoxp.com","C2 for LURID - APT Malware (APT Activity)","2017-12-01T12:10:56Z",
"CTU Malicious Domain Watchlist","genericnetworkaddress.com","Malicious domain associated with X-AGENT malware used by APT group IRON TWILIGHT","2018-10-05T08:27:29Z",
"CTU Malicious Domain Watchlist","georgia-travel.org","Malicious domain associated with X-AGENT malware used by APT group IRON TWILIGHT","2018-10-05T08:27:29Z",
"CTU Malicious Domain Watchlist","gethappy.effers.com","BRONZE CANAL/PLEAD/TSCookie infrastructure reported by JP-CERT","2018-07-12T20:07:01Z",
"CTU Malicious Domain Watchlist","gf.ahasss.com","C2 for PLUGX - APT Malware (APT Activity)","2017-12-01T12:27:35Z",
"CTU Malicious Domain Watchlist","globaltechengineers.org","Malicious domain associated with X-AGENT malware used by APT group IRON TWILIGHT","2018-10-05T08:27:30Z",
"CTU Malicious Domain Watchlist","gmarket.system-ns.org","RatN C2 associated with BRONZE HUNTLEY (APT Activity)","2018-08-17T16:11:43Z",
"CTU Malicious Domain Watchlist","goingshop.homepc.it","C2 for PLUGX - APT Malware (APT Activity)","2017-12-01T12:27:35Z",
"CTU Malicious Domain Watchlist","goo-gle-com.work","COBALT GYPSY (CK / Newsbeef) operated domain. May be used for phishing and/or malware C2 (APT Activity)","2017-12-12T20:23:10Z",
"CTU Malicious Domain Watchlist","goodydady.com","Android Malware C2 domain associated with threat group SHADYSIDE (aka ARID VIPER) (APT Activity)","2017-11-23T14:41:38Z",
"CTU Malicious Domain Watchlist","guard.vestirus.com","C2 for PLUGX - APT Malware (APT Activity)","2017-12-01T12:27:38Z",
"CTU Malicious Domain Watchlist","gunwootimber.com","NICKEL FOXCROFT infrastructure","2018-08-03T22:23:43Z",
"CTU Malicious Domain Watchlist","h8cnq8.duckdns.org","Domain relating to Fruitfly/Quimitchin MacOS malware","2018-03-06T07:59:04Z",
"CTU Malicious Domain Watchlist","h8cnq8.hopto.org","Domain relating to Fruitfly/Quimitchin MacOS malware","2018-03-06T07:59:03Z",
"CTU Malicious Domain Watchlist","hangouting-signin-to-chat.ga","COBALT SPRUCE/COBALT ORIOLE Phishing Domain - (APT Activity)","2018-01-02T19:13:26Z",
"CTU Malicious Domain Watchlist","happykiss.epac.to","C2 for PLUGX - APT Malware (APT Activity)","2017-12-01T12:27:33Z",
"CTU Malicious Domain Watchlist","harvest.my-homeip.net","RatN C2 associated with BRONZE HUNTLEY (APT Activity)","2018-08-17T16:11:42Z",
"CTU Malicious Domain Watchlist","harvey-ross.info","Suspected malware c2 / phishing domain operated by SHADYSIDE (APT Activity)","2017-12-20T16:08:12Z",
"CTU Malicious Domain Watchlist","hdskip.com","C2 domain associated with BRONZE FLEETWOOD","2018-10-29T11:09:45Z",
"CTU Malicious Domain Watchlist","hectorescaton.us","Suspected malware c2 / phishing domain operated by SHADYSIDE (APT Activity)","2018-08-07T12:43:04Z",
"CTU Malicious Domain Watchlist","hello2020.https443.net","C2 for PLUGX - APT Malware (APT Activity)","2017-12-01T12:27:32Z",
"CTU Malicious Domain Watchlist","hellomyanmar.info","KeyBoy Trojan C2 Domain (APT Activity)","2018-10-11T18:26:36Z",
"CTU Malicious Domain Watchlist","help-desc-me.com","GOLD KINGSWOOD C2","2018-09-07T04:29:03Z",
"CTU Malicious Domain Watchlist","helpdesk.saic-na.com","C2 for PLUGX - APT Malware (APT Activity)","2017-12-01T12:27:33Z",
"CTU Malicious Domain Watchlist","hh4de2.duckdns.org","Domain relating to Fruitfly/Quimitchin MacOS malware","2018-03-06T07:59:04Z",
"CTU Malicious Domain Watchlist","hh4de2.hopto.org","Domain relating to Fruitfly/Quimitchin MacOS malware","2018-03-06T07:59:04Z",
"CTU Malicious Domain Watchlist","hiltrox.com","C2 for mobile malware, potentially originating from India","2018-07-26T11:22:54Z",
"CTU Malicious Domain Watchlist","hlkmm2.duckdns.org","Domain relating to Fruitfly/Quimitchin MacOS malware","2018-03-06T07:59:04Z",
"CTU Malicious Domain Watchlist","hlkmm2.hopto.org","Domain relating to Fruitfly/Quimitchin MacOS malware","2018-03-06T07:59:04Z",
"CTU Malicious Domain Watchlist","hnqi24.duckdns.org","Domain relating to Fruitfly/Quimitchin MacOS malware","2018-03-06T07:59:04Z",
"CTU Malicious Domain Watchlist","hnqi24.hopto.org","Domain relating to Fruitfly/Quimitchin MacOS malware","2018-03-06T07:59:04Z",
"CTU Malicious Domain Watchlist","hoteltoren.com","GOLD KINGSWOOD maldoc hoster and threadkit loader/beacon domain","2018-03-27T01:01:13Z",
"CTU Malicious Domain Watchlist","huxiawang.cn","Distribution domain for Android Malware called RedDrop","2018-03-01T09:30:03Z",
"CTU Malicious Domain Watchlist","hypnosmd.com","NICKEL FOXCROFT infrastructure","2018-04-27T05:12:52Z",
"CTU Malicious Domain Watchlist","iawntsilk.dnset.com","BRONZE CANAL/PLEAD/TSCookie infrastructure reported by JP-CERT","2018-07-12T20:07:01Z",
"CTU Malicious Domain Watchlist","ibfseed.com","GOLD KINGSWOOD C2","2018-09-07T04:29:03Z",
"CTU Malicious Domain Watchlist","iboxmit.com","Malicious domain associated with X-AGENT malware used by APT group IRON TWILIGHT","2018-10-05T08:27:30Z",
"CTU Malicious Domain Watchlist","iesu.xyz","Known malware c2/phishing domain used by BRONZE FIRESTONE (APT Activity)","2018-01-04T14:43:49Z",
"CTU Malicious Domain Watchlist","ikmtrust.com","Sednit group known C2 domain","2018-10-10T14:06:25Z",
"CTU Malicious Domain Watchlist","ikr1xm1i.beget.tech","FTP server used by unknown ransomware","2018-08-09T16:27:32Z",
"CTU Malicious Domain Watchlist","ilhost.in","Sorgu malware C2 domain.  Linked to threat group HILLCREST (APT Activity)","2018-07-23T11:23:04Z",
"CTU Malicious Domain Watchlist","inesapconcurso.webredirect.org","C2 Domains for CannibalRAT","2018-03-01T09:40:19Z",
"CTU Malicious Domain Watchlist","inewdays.csproject.org","BRONZE CANAL/PLEAD/TSCookie infrastructure reported by JP-CERT","2018-07-12T20:07:00Z",
"CTU Malicious Domain Watchlist","inter-kassa.com","GOLD KINGSWOOD C2","2018-09-07T04:29:03Z",
"CTU Malicious Domain Watchlist","ios-update-whatsapp.com","C2 for mobile malware, potentially originating from India","2018-07-26T11:22:54Z",
"CTU Malicious Domain Watchlist","ip.nygh.edu.sg","c2 Activity Associated with Meterpreter/Cobalt Strike (APT Activity)","2018-02-14T17:04:24Z",
"CTU Malicious Domain Watchlist","iqhost.us","Sorgu malware C2 domain.  Linked to threat group HILLCREST (APT Activity)","2018-07-23T11:23:04Z",
"CTU Malicious Domain Watchlist","itunesupdates.organiccrap.com","C2 for PLUGX - APT Malware (APT Activity)","2017-12-01T12:27:35Z",
"CTU Malicious Domain Watchlist","jekoslo.space","Parasite HTTP RAT C2 Domain","2018-07-27T16:57:02Z",
"CTU Malicious Domain Watchlist","jflynci.com","Sednit group known C2 domain","2018-10-10T14:06:25Z",
"CTU Malicious Domain Watchlist","jorah-mormont.info","Suspected malware c2 / phishing domain operated by SHADYSIDE (APT Activity)","2017-12-20T16:08:11Z",
"CTU Malicious Domain Watchlist","kakao.my-homeip.com","RatN C2 associated with BRONZE HUNTLEY (APT Activity)","2018-08-17T16:11:42Z",
"CTU Malicious Domain Watchlist","kakao.myonlineportal.org","RatN C2 associated with BRONZE HUNTLEY (APT Activity)","2018-08-17T16:11:42Z",
"CTU Malicious Domain Watchlist","kale.etowns.org","Possible IRON HUNTER C2 (APT Activity)","2018-04-11T15:04:10Z",
"CTU Malicious Domain Watchlist","kaniel-outis.info","Suspected malware c2 / phishing domain operated by SHADYSIDE (APT Activity)","2017-12-20T16:08:12Z",
"CTU Malicious Domain Watchlist","kasper.twilightparadox.com","C2 for PLUGX - APT Malware (APT Activity)","2017-12-01T12:27:36Z",
"CTU Malicious Domain Watchlist","kaspersky.host","Malicious domain linked to threat group DREXEL (APT Activity)","2018-08-10T13:17:30Z",
"CTU Malicious Domain Watchlist","kmnhuytgbf.homepc.it","C2 for PLUGX - APT Malware (APT Activity)","2017-12-01T12:27:34Z",
"CTU Malicious Domain Watchlist","kristy-milligan.website","Suspected malware c2 / phishing domain operated by SHADYSIDE (APT Activity)","2017-12-20T16:08:12Z",
"CTU Malicious Domain Watchlist","ktyguxs.dnset.com","BRONZE CANAL/PLEAD/TSCookie infrastructure reported by JP-CERT","2018-07-12T20:07:00Z",
"CTU Malicious Domain Watchlist","kvmde23-13982.fornex.org","GOLD NIAGARA C2","2018-09-10T01:06:27Z",
"CTU Malicious Domain Watchlist","lachistontfi.ru","Panda Zeus C2 Domain [E-Crime Activity]","2018-10-11T13:55:46Z",
"CTU Malicious Domain Watchlist","lagertha-lothbrok.info","Suspected malware c2 / phishing domain operated by SHADYSIDE (APT Activity)","2017-12-20T16:08:11Z",
"CTU Malicious Domain Watchlist","lang.suroot.com","BRONZE CANAL/PLEAD/TSCookie infrastructure reported by JP-CERT","2018-07-12T20:07:01Z",
"CTU Malicious Domain Watchlist","langlang.dnset.com","BRONZE CANAL/PLEAD/TSCookie infrastructure reported by JP-CERT","2018-07-12T20:07:01Z",
"CTU Malicious Domain Watchlist","linuxdns.sytes.net","Bookworm Malware C2 Domain (APT Activity)","2018-07-24T20:46:09Z",
"CTU Malicious Domain Watchlist","longdays.csproject.org","BRONZE CANAL/PLEAD/TSCookie infrastructure reported by JP-CERT","2018-07-12T20:07:01Z",
"CTU Malicious Domain Watchlist","lookatinfo.dnset.com","BRONZE CANAL/PLEAD/TSCookie infrastructure reported by JP-CERT","2018-07-12T20:07:01Z",
"CTU Malicious Domain Watchlist","loungecinemaclub.com","Malicious domain associated with X-AGENT malware used by APT group IRON TWILIGHT","2018-10-05T08:27:29Z",
"CTU Malicious Domain Watchlist","lxwo.org","Sednit group known C2 domain","2018-10-10T14:06:25Z",
"CTU Malicious Domain Watchlist","macbook.ipad-admin.com","C2 for LURID - APT Malware (APT Activity)","2017-12-01T12:10:55Z",
"CTU Malicious Domain Watchlist","maevemillay.us","Suspected malware c2 / phishing domain operated by SHADYSIDE (APT Activity)","2018-08-07T12:43:04Z",
"CTU Malicious Domain Watchlist","mail.ralffeisen.com","GOLD KINGSWOOD C2 or loader domain","2018-09-05T02:35:29Z",
"CTU Malicious Domain Watchlist","mailpage.tech","Suspected ALPINE threat group operated domain based on infrastructure analysis.  Likely malware C2.  May use DNS tunneling. (APT Activity)","2018-04-24T13:30:27Z",
"CTU Malicious Domain Watchlist","mailukr.net","Vermin RAT C2","2018-07-20T13:55:18Z",
"CTU Malicious Domain Watchlist","malaytravelgroup.com","Malicious domain associated with X-AGENT malware used by APT group IRON TWILIGHT","2018-10-05T08:27:30Z",
"CTU Malicious Domain Watchlist","manager-goog1e.com","KeyBoy Trojan C2 Domain (APT Activity)","2018-10-11T18:26:36Z",
"CTU Malicious Domain Watchlist","march10dom5.com","APT Mikrotik MIPS Malware C2","2018-04-25T18:41:47Z",
"CTU Malicious Domain Watchlist","march10dom6.com","Mikrotik MIPS Malware C2 (APT Activity)","2018-10-25T20:58:19Z",
"CTU Malicious Domain Watchlist","max-eleanor.info","Suspected malware c2 / phishing domain operated by SHADYSIDE (APT Activity)","2017-12-20T16:08:11Z",
"CTU Malicious Domain Watchlist","mcntradeandreas.ddns.net","Command and control domains used in QuasarRAT phishing campaign.","2018-11-05T18:19:49Z",
"CTU Malicious Domain Watchlist","metclix.com","C2 for mobile malware, potentially originating from India","2018-07-26T11:22:54Z",
"CTU Malicious Domain Watchlist","mg5-myfile-available-signin.ga","COBALT SPRUCE/COBALT ORIOLE Phishing Domain - (APT Activity)","2018-01-02T19:13:26Z",
"CTU Malicious Domain Watchlist","mgf.vorspb1.net","C2 for PLUGX - APT Malware (APT Activity)","2017-12-01T12:27:37Z",
